BoxOfficeClass,Competition,MPAARating,OriginalScreePlay,ShortStroyline,YearEnd,YEAR,StarValue_Producer,StarValue_Director,StartValue_Cast,SpecialEffects,MovieLength_I,MovieID,MaxScreenCount,GrossBoxOffice,Genre_Western,Genre_War,Genre_Thriller,Genre_Sport,Genre_SciFi,Genre_Romance,Genre_Other,Genre_Mystery,Genre_Musical,Genre_Horror,Genre_History,Genre_Fantasy,Genre_Family,Genre_Drama,Genre_Crime,Genre_Comedy,Genre_Biography,Genre_Animation,Genre_Adventure,Genre_Action,EstimatedBudget_I
7-Seven,Low,PG13,Yes,"Derek Charles is a hard working man, employed as a asset manager in a private company. He is very happy with his beautiful wife, Sharon, and only son, and because of his hard work he just got a huge promotion. But suddenly he gets a temporary worker who is both attractive and smart, and Derek is understandably impressed with her and also finds himself physically drawn to her. However, this new girl is desperate to get close to him - at any cost.",12/31/2009,2009,2,2,2,1,108,10137,2634,68032027,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20000000
7-Seven,Low,PG13,No,"Percy and Marilyn are renewing their vows for their anniversary, and their daughter Theresa brings her boyfriend Simon for them to meet. Unbeknownst to her parents, the kids plan to announce their engagement during the weekend. The Jones family is Black; Theresa neglects to tell them Simon is White. Race complicates Percy's general mistrust of any boyfriend, so he instigates an investigation of Simon, discovering he's recently lost his job and hasn't told Theresa. Mistrust rears its ugly head, and in the process of Theresa and Simon's argument, Marilyn and Percy fall out. What can the men do to cross the divide between each other and between men and women? Will anyone be exchanging vows?",12/31/2005,2005,2,2,3,3,105,11302,3147,67962333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50971749.75
7-Seven,Low,PG13,Yes,"Dan Burns is a single father who dedicates his life to his children, but one day he meets Marie at a bookstore. They get to know each other, but then Dan finds out that Marie is actually dating his brother, Mitch Burns.",12/31/2007,2007,2,2,3,2,98,10697,1925,67938171,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,25000000
7-Seven,Med,PG13,No,"Elise (Angelina Jolie) sits next to an American tourist, Frank (Johnny Depp), on a train going to Venice. She has chosen him as a decoy, making believe that he is her lover who is wanted by police. Not only will they need to evade the police, but also the mobster whose money her lover stole.",12/31/2010,2010,3,2,4,3,103,10103,2756,67631157,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,100000000
7-Seven,Low,PG13,No,"Wendell Rohr is a torts lawyer taking on the gun lobby. Rankin Fitch is the jury consultant for the Defendants and between them the battle is for the hearts and minds of the jury. But there is someone on the inside. Nicholas Easter is a juror with a girlfriend, Marlee, on the outside. they have a past ..... and their own agenda.",12/31/2003,2003,2,3,3,2,127,11617,2815,67338219,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60000000
7-Seven,Low,PG,No,"""But if you forget to come back for Madame Zeroni, you and your family will be cursed for always and eternity."" Those were the exact words spoken to young Elya Yelnats the day he forgot to repay the gypsy Madame Zeroni. From then on his family was cursed with bad luck. One hundred years later Stanley Yelnats IV is accused of stealing a pair of cleats from a major league baseball player and sent to Camp Green Lake (a dry lake bed in the middle of the desert). It never rains at Camp Green Lake, it hasn't for one hundred years. The secretive and mysterious Warden has each inmate spend every day digging one hole to ""build character."" But when an artifact from the famous ""Kissin' Kate"" Barlow is found in a hole, the Warden forces the boys to work double time leading Stanley to deduce they're digging because the Warden is looking for something. But what? And how is the mystery of Camp Green Lake connected to Stanley's family curse?",12/31/2003,2003,2,3,3,3,117,11625,2452,67325559,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,30000000
7-Seven,Med,PG13,No,"On their way to Riker's and Troi's honeymoon, the Enterprise is sent near the neutral zone to Romulan space, and picks up a prototypic twin of android Data. Immediately they are further sent to Romulus, where a new praetor, Shinzon, a human cloned from Captain Picard who lives on the slave planet Remus, appears to want peace with the Federation. But then the crew detects a break-in on their computer systems, and Picard is captured by the Remans because Shinzon needs him as his only matching supplier of genetic material. Picard and the Enterprise can escape, only to find themselves battling Shinzon's completely cloaked Warbird, who is after the complete destruction of earth.",12/31/2002,2002,3,3,3,5,116,11932,2711,67312826,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,60000000
7-Seven,Low,PG13,Yes,"Held yearly for centuries, the Ocean of Fire--a 3,000 mile survival race across the Arabian desert--was a challenge restricted to the finest Arabian horses ever bred, the purest and noblest lines, owned by the greatest royal families. In 1890, a wealthy sheik invited an American, Frank T. Hopkins, and his horse to enter the race for the first time. During the course of his career, Hopkins was a cowboy and dispatch rider for the U.S. cavalry--and had once been billed as the greatest rider the West had ever known. The Sheik puts his claim to the test, pitting the American cowboy and his mustang, Hidalgo, against the world's greatest Arabian horses and Bedouin riders--some of whom are determined to prevent a foreigner from finishing the race. For Frank, the Ocean of Fire becomes not only a matter of pride and honor, but a race for his very survival as he and his horse attempt the impossible.",12/31/2004,2004,2,3,3,3,136,11588,3065,67286731,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100000000
7-Seven,Low,PG13,Yes,"In 1999, Ken Carter, a successful sporting goods store owner, accepts the job of basketball coach for his old high school in a poor area of Richmond, CA, where he was a champion athlete. As much dismayed by the poor attitudes of his players as well as their dismal play performance, Carter sets about to change both. He immediately imposes a strict regime typified in written contracts that include stipulations for respectful behavior, a dress code and good grades as requisites to being allowed to participate. The initial resistance from the boys is soon dispelled as the team under Carter's tutelage becomes a undefeated competitor in the games. However, when the overconfident team's behavior begins to stray and Carter learns that too many players are doing poorly in class, he takes immediate action. To the outrage of the team, the school and the community, Carter cancels all team activities and locks the court until the team shows acceptable academic improvement...",12/31/2005,2005,2,2,3,2,136,11171,2574,67253092,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30000000
7-Seven,Low,PG13,No,"Set in the country, 'Boogeyman' tells the haunting tale of a young man traumatized by memories of terrible events he experienced in his childhood bedroom and who, years later, reluctantly returns home to face his fears of a monstrous entity that could be real or merely a figment of his imagination.",12/31/2005,2005,2,2,2,4,89,11406,3052,67192859,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,20000000
7-Seven,Low,PG,No,"In Las Vegas, the regenerated ex-con Jack Bruno works as taxi driver. During an UFO Convention at Planet Hollywood, the skeptical Jack picks up Dr. Alex Friedman, who will present a scientific lecture in the event. Then he is pressed by two henchmen of his former boss, the criminal Wolff, that wants to talk to him, but Jack does not want to return to the crime life. Jack fights and gets rid of them; out of the blue, he finds two teenagers on the backseat of his cab. They tell that they are siblings, Sara and Seth, and they need to travel to a location outside Las Vegas in the middle of nowhere. Meanwhile the government finds a spacecraft that crashed nearby Las Vegas and is chasing the two aliens; after the investigation of the men of Major Henry Burke, they discover that the two siblings are the aliens. Jack Bruno, Sara and Seth are chased by Henry Burke's team and by the ""Syphon"", a killer...",12/31/2009,2009,3,3,3,4,98,10262,3268,67128202,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,65000000
7-Seven,Low,PG13,Yes,"Milo Boyd, a down-on-his-luck bounty hunter, gets his dream job when he is assigned to track down his bail-jumping ex-wife, reporter Nicole Hurly. He thinks all that's ahead is an easy payday, but when Nicole gives him the slip so she can chase a lead on a murder cover-up, Milo realizes that nothing ever goes simply with him and Nicole. The exes continually one-up each other - until they find themselves on the run for their lives. They thought their promise to love, honor and obey was tough - staying alive is going to be a whole lot tougher.",12/31/2010,2010,4,3,3,2,110,10290,3118,67061228,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,40000000
7-Seven,Low,PG13,No,Jill Johnson is being forced to babysit at a BIG house all by herself for exceeding her telephone minutes. Then all of a sudden a stranger calls making these weird remarks. Jill decides to call the police to trace the call. Jill is freaked out when she finds out that the call is coming from inside the house! Jill runs in a hurry trying to get the children and leave. Will Jill make it in the house in time? Will she live? Well you just have to watch the movie to find out!,12/31/2006,2006,2,3,2,4,87,10810,3004,66966987,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15000000
7-Seven,Low,R,No,"An attorney in a rush to make a court appointment to file legal papers involving a multi-million dollar trust accidentally collides with an alcoholic insurance salesman, who also is a rush for a court appointment involving the custody of his children. The attorney leaves the scene of the accident and strands the salesman, causing him to miss his custody hearing. During the process of the post-crash discussion, the attorney accidentally drops the papers he needs to present in court. The judge gives him until the end of the day to present the papers and thus begins a cat and mouse game between the proponents. A few questionable actions later on both parties' part, they finally start questioning their actions and their lives. In the end, both come to new understanding of what is important and appear to be set in new ethical and moral directions. Contains mild violence and profanity.",12/31/2002,2002,3,2,2,3,98,11882,2642,66790248,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,45000000
7-Seven,Low,PG,No,"A comedy that follows the misadventures of two friends from Brooklyn who are forced to deliver mob money to Australia. While taking pictures of a kangaroo, one of them places his red jacket on it. When the wild kangaroo bounces off, they realize the mob money is in the jacket and are forced to give chase through the Outback.",12/31/2003,2003,4,2,2,3,89,11912,2848,66734992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,60000000
7-Seven,Med,R,Yes,"At John Hughes High School, the students are the same as just about every other teenager in a teen movie. The popular jock, Jake, takes a bet from Austin, the cocky blonde guy, that he can transform Janey, the pretty ugly girl, into the prom queen before the prom. But two people are trying to stop Jake from succeeding: his evil sister, Catherine, the cruelest girl in school, and Priscilla, the bitchy cheerleader. And all of their friends are the same as any other teen movie: Areola, the naked foreign exchange student, Les, the beautiful weirdo, Malik, the token black guy, the desperate virgins, Amanda Becker, the perfect girl, Ricky, Janey's obsessed best friend, and Sadie, the VERY old undercover reporter.",12/31/2001,2001,2,2,2,4,89,11803,2365,66468332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16000000
7-Seven,Low,R,Yes,"In a car race in McKinley Speedway, twenty-something Nick has a premonition of a deadly car crash with many casualties in the audience and convinces his girlfriend Lori and his friends Hunt and Janet to leave the place. They are followed by the security guard; a racist guy; a mother with her children and a mechanic, that are saved from death. When the racist guy and the mother die in mysterious and creepy incidents, Nick and Lori research and find many similar cases in Internet. They try to lure The Ripper to break the chain of deadly events and survive, but destiny does not help them.",12/31/2009,2009,2,3,2,4,82,10190,3121,66436248,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,43000000
7-Seven,High,G,No,"Maggie Peyton is the new owner of Number 53--the free wheelin' Volkswagen bug with a mind of its own; she puts the car through its paces on the road to becoming a NASCAR competitor. As a third generation member of a NASCAR family, racing is in Maggie Peyton's blood, but she is forbidden from pursuing her dream by her overprotective father, Ray Peyton, Sr. When Ray Sr. offers Maggie a car as a college graduation present, he takes her to a junkyard to choose one from an assortment of very used cars. Maggie has her eye on an old Nissan, but a certain rusty, banged up '63 VW Bug seems to be clamoring for her attention. To her surprise, Maggie leaves the lot with Herbie. As she prepares to leave town for a position with ESPN News, Maggie discovers that Herbie has a mind of his own--and an alternate route for her future.",12/31/2005,2005,2,3,3,4,101,11127,3521,66002004,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,50000000
7-Seven,High,PG13,No,"When a CIA agent is killed during a nuclear arms purchase, his partner Oakes, recruits his twin brother, Jake Hayes. Jake had no idea he had a twin brother, let alone that he worked for the CIA. Jake, a.k.a. Michael Turner, has nine days to fill his brother's place. However, the enemy terrorists learn of his secret identity and kidnap his girlfriend/fiancee. He has to rescue them and save New York city from an imminent nuclear terrorist act.",12/31/2002,2002,2,3,3,3,116,11781,2944,65977295,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,70000000
7-Seven,Med,R,No,"When his army unit was ambushed during the first Gulf War, Sergeant Raymond Shaw saved his fellow soldiers just as his commanding officer, then-Captain Ben Marco, was knocked unconscious. Brokering the incident for political capital, Shaw eventually becomes a vice-presidential nominee, while Marco is haunted by dreams of what happened -- or didn't happen -- in Kuwait. As Marco (now a Major) investigates, the story begins to unravel, to the point where he questions if it happened at all. Is it possible the entire unit was kidnapped and brainwashed to believe Shaw is a war hero as part of a plot to seize the White House? Some very powerful people at Manchurian Global corporation appear desperate to stop him from finding out.",12/31/2004,2004,3,3,4,3,129,11331,2867,65948711,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,80000000
7-Seven,Low,R,No,"In 1945, the Marines attack twelve thousand Japaneses protecting the twenty square kilometers of the sacred Iwo Jima island in a very violent battle. When they reach the Mount Suribachi and six soldiers raise their flag on the top, the picture become a symbol in a post Great Depression America. The government brings the three survivors to America to raise funds of war, bringing hope to desolated people, and making the three men heroes of war. However, the traumatized trio has difficulties to deal with the image build by their superiors, sharing the heroism with their mates.",12/31/2006,2006,3,4,3,4,132,11031,2375,65900249,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,53000000
7-Seven,Low,R,No,"Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio ""The Wolf"" Perrini. Frustrated with the official investigation and haunted by the thought that the man responsible for murdering his family might never be brought to justice, Brewer takes matters into his own hands and tracks his quarry ultimately to Colombia.",12/31/2002,2002,2,3,3,4,108,12040,2824,65900000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85000000
7-Seven,Low,PG13,Yes,"In New York, the polite dance instructor Pierre Dulaine sees a black teenager vandalizing the car of the director of a public school and on the next day he volunteers to teach dance to students to give respect, dignity, self-confidence, trust and teamwork. The reluctant director Augustine James offers the troublemakers that are in detention expecting Pierre to give-up of his intentions. Pierre struggles against the prejudice and ignorance of the students, parents and other teachers, but wins his battle when the group accepts to compete in a ballroom dance contest.",12/31/2006,2006,3,2,3,3,118,10875,3009,65742529,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,49306896.75
7-Seven,Low,PG13,No,"Meet Roy and Frank, a couple of professional small-time con artists. What Roy, a veteran of the grift, and Frank, his ambitious protégé, are swindling these days are ""water filtration systems,"" bargain-basement water filters bought by unsuspecting people who pay ten times their value in order to win bogus prizes like cars, jewelry and overseas vacations--which they never collect. These scams net the flim-flam men a few hundred here, another thousand there, which eventually adds up to a lucrative partnership. Roy's private life, however, is not so successful. An obsessive-compulsive agoraphobe with no personal relationships to call his own, Roy is barely hanging on to his wits, and when his idiosyncrasies begin to threaten his criminal productivity he's forced to seek the help of a psychoanalyst just to keep him in working order. While Roy is looking for a quick fix, his therapy begets more...",12/31/2003,2003,3,4,3,3,116,11553,2711,65565672,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,49174254
7-Seven,Low,R,No,"The film starts in the early 1980s.Young Martin Asher took a bus for Canada.He meets another teen on the bus Matt Soulsby.When the bus broke they decided to rent a car and drive to Seattle.On the road the car gets a flat tire,and Matt starts changing the tire Martin comments on how he and Matt are about the same height and he quickly pushes Matt in the way of an oncoming truck causing a huge accident where Matt and the driver both die.He took Matt's guitar and left singing like Matt did. Twenty years later,a FBI profiler,Illeana Scott comes to Canada to help hunting down a serial killer Martin Asher who killed multiple men and lived by their identities.Martin's mother claims that she saw Martin in Montreal and she tells the police that Martin is evil. The police also has an eyewitness James Costa who saw Asher kill his last victim...",12/31/2004,2004,4,3,4,3,103,11363,2705,65470529,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45000000
7-Seven,High,R,No,"In early afternoon, four armed men hijack a subway train in Manhattan. They stop on a slight incline, decoupling the first car to let the rest of the train coast back. Their leader is Ryder; he connects by phone with Walter Garber, the dispatcher watching that line. Garber is a supervisor temporarily demoted while being investigated for bribery. Ryder demands $10 million within an hour, or he'll start shooting hostages. He'll deal only with Garber. The mayor okays the payoff, the news of the hostage situation sends the stock market tumbling, and it's unclear what Ryder really wants or if Garber is part of the deal. Will hostages, kidnappers, and negotiators live through this?",12/31/2009,2009,2,3,3,4,106,10231,3077,65247655,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,100000000
7-Seven,High,PG13,Yes,"Jarrod and his pregnant girlfriend Elaine travel to Los Angeles to meet his old friend and successful entrepreneur Terryand his wife Candice. Terry gives a party in his apartment for Jarrod and offers a job position to him in LA. Terry's assistant and lover Denise (Crystal Reed) and his friend Ray (Neil Hopkins) sleep in the couch in the living room, but in the dawn of the next morning, the group is awakened by mysterious beams of blue light. Ray stares at the light and is taken by the mysterious force. The group of friends try to escape from the alien invaders.",12/31/2010,2010,2,2,2,4,94,10007,2883,65070978,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10000000
7-Seven,Med,R,No,"Warren Schmidt is forced to deal with an ambiguous future as he enters retirement. Soon after, his wife passes away and he must come to terms with his daughter's marriage to a man he does not care for and the failure that his life has become.",12/31/2002,2002,2,2,3,3,125,11914,1240,65010106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,30000000
7-Seven,Low,R,No,"A group of young adults set up tent near the abandoned summer camp where a series of gruesome murders are said to have taken place back in 1980. The perpetrator was a grieving mother, driven insane by the drowning of her child, Jason, whom she believed was neglected by the camp counselors. As legend has it, the last survivor of the attacks beheaded the woman. But then Jason came back, and now he is a vengeful and inexorable killer, wielding crossbows, swords, axes and other sharp instruments. The legend proves horribly true, as these campers quickly discover. Six months later, the brother of one of those campers distributes posters of his missing sister. The police believe she took off with her boyfriend; but he knows better. The brother crosses paths with an uptight young rich guy who is having his girlfriend and friends over at his parents' cabin. The brother ends up at the cabin himself just before his sister's attacker sets upon them all.",12/31/2009,2009,4,3,2,4,97,10621,3105,64997188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19000000
7-Seven,Low,PG13,Yes,"The continuing adventures of the barbers at Calvin's Barbershop. Gina, a stylist at the beauty shop next door, is now trying to cut in on his buisness. Calvin is again struggling to keep his father's shop and traditions alive--this time against urban developers looking to replace mom & pop establishments with name-brand chains. The world changes, but some things never go out of style--from current events and politics to relationships and love, you can still say anything you want at the barbershop.",12/31/2004,2004,3,2,3,2,106,11495,2711,64955956,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,18000000
7-Seven,Med,G,No,"Ham III, the grandson of the first chimp astronaut, is blasted off into space by an opportunity-seeking senator. Soon, the fun-loving chimp has to get serious about the mission at hand: Rid a far-away planet of their nefarious leader. Fortunately for Ham III, two of his simian peers are along for the ride.",12/31/2008,2008,2,2,3,4,81,10682,2538,64762724,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,37000000
7-Seven,High,PG,No,"Roddy is a decidedly upper-crust ""society mouse"" who lives the life of a beloved pet in a posh Kensington flat. When a sewer rat named Sid comes spewing out of the sink and decides he's hit the jackpot, Roddy schemes to rid himself of the pest by luring him into the ""whirlpool."" Sid may be an ignorant slob, but he's no fool, so it is Roddy who winds up being flushed away into the bustling sewer world of Ratropolis. There Roddy meets Rita, an enterprising scavenger who works the sewers in her faithful boat, the Jammy Dodger. Roddy immediately wants out, or rather, up; Rita wants to be paid for her trouble; and, speaking of trouble, the villainous Toad - who royally despises all rodents equally, making no distinction between mice and rats--wants them iced... literally. The Toad dispatches his two hapless hench-rats, Spike and Whitey, to get the job done. When they fail, the Toad has no choice but to send to France for his cousin - that dreaded mercenary, Le Frog.",12/31/2006,2006,2,2,3,4,85,10996,3707,64459316,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,149000000
7-Seven,Low,PG,Yes,"The inspiring story of the team that transcended its sport and united a nation with a new feeling of hope. Based on the true story of one of the greatest moments in sports history, the tale captures a time and place where differences could be settled by games and a cold war could be put on ice. In 1980, the United States Ice Hockey team's coach, Herb Brooks, took a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds, Team USA carried the pride of a nation yearning from a distraction from world events. With the world watching the team rose to the occasion, prompting broadcaster Al Michaels' now famous question, to the millions viewing at home: Do you believe in miracles? Yes!",12/31/2004,2004,3,3,3,3,135,11434,2755,64445708,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,48334281
7-Seven,Low,PG13,No,"David Paymer, Crispin Glover and Glenne Headly",12/31/2001,2001,2,3,3,3,87,12043,2524,64172251,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,30000000
7-Seven,Low,PG13,Yes,"At 17 Mike O'Donell was on top of the world; he was the star of his high school basketball team, and was a shoo in for a college scholarship. And is dating his soul mate, Scarlett. But on what's suppose to be his big game wherein college scouts are checking him out, Scarlett reveals that she's pregnant. Mike decides to leave the game and asks Scarlett to marry him which she does. During their marriage, Mike could only whine about the life he lost because he married her. So she throws him out. And when he loses his job, he returns to the only place he's happy at - his old high school. And while looking at his high school photo, a janitor asks him if he wishes he could be 17 again and he says yes. One night while driving he sees the janitor on a bridge and apparently jumps in and he goes after him. When he returns to his friend, Ned's house, where he has been staying, he sees that he is 17 again. He decides to take this opportunity to get the life he lost.",12/31/2009,2009,2,3,3,4,102,10352,3255,64149837,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,20000000
7-Seven,Low,PG,No,"To Greg Heffley, middle school is the dumbest idea ever invented. It's a place rigged with hundreds of social landmines, not the least of which are morons, wedgies, swirlies, bullies, lunchtime banishment to the cafeteria floor - and a festering piece of cheese with nuclear cooties. To survive the never-ending ordeal and attain the recognition and status he feels he so richly deserves, Greg devises an endless series of can't-miss schemes, all of which, of course, go awry. And he's getting it all down on paper, via a diary - ""it's NOT a diary, it's a journal!"" Greg insists, preferring the less-sissyfied designation - filled with his opinions, thoughts, tales of family trials and tribulations, and (would-be) schoolyard triumphs. ""One day when I'm famous,"" writes Greg, ""I'll have better things to do than answer peoples' stupid questions all day."" So was born the Wimpy Kid's diary.",12/31/2010,2010,3,3,2,2,94,10140,3083,64001297,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,48000972.75
7-Seven,Med,PG13,Yes,"Katherine Ann Watson has accepted a position teaching art history at the prestigious Wellesley College. Watson is a very modern woman, particularly for the 1950s, and has a passion not only for art but for her students. For the most part, the students all seem to be biding their time, waiting to find the right man to marry. The students are all very bright and Watson feels they are not reaching their potential. Altough a strong bond is formed between teacher and student, Watson's views are incompatible with the dominant culture of the college.",12/31/2003,2003,2,3,3,2,117,11661,2677,63695760,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,65000000
7-Seven,Low,PG13,No,"When Henry DeTamble meets Clare Abshire in a Chicago library they both understand that he is a time traveller, but she she knows much more than this about him as he has not yet been to the times and places where they have met before. He falls in love with her, as she has already with him, but his continuing unavoidable absences time travelling - and then returning with increasing knowledge of their future - makes things ever more difficult for Clare.",12/31/2009,2009,2,2,3,4,107,10838,2988,63414846,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,39000000
7-Seven,Low,PG13,Yes,"While planning her family reunion, a pistol-packing grandma (Perry) must contend with the other dramas on her plate, including the runaway who has been placed under her care, and her love-troubled nieces.",12/31/2006,2006,3,4,3,3,107,10816,2194,63308879,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6000000
7-Seven,Low,R,Yes,"Stranded on a lonely road, a schoolbus full of high school basketball players, their coaches, and cheerleaders must defend themselves from the Creeper - a flesh-eating ancient beast that resurfaces on the earth every 23 years to feed. Meanwhile, a farmer and his son set out on a personal mission to hunt the Creeper down.",12/31/2003,2003,2,2,2,4,104,11673,3124,63102666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17000000
7-Seven,High,UR,Yes,Five men wake up in a locked-down warehouse with no memory of who they are. They are forced to figure out who is good and who is bad to stay alive.,12/31/2006,2006,2,2,3,3,85,10853,688,63097530,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3700000
7-Seven,Low,PG,No,"Ronnie's (Miley Cyrus) and her younger brother, Jonah's, parents are divorced. They live with their mother until this summer they are sent to live with their father (Greg Kinnear) in a small town on the beach. Ronnie resents her father and has no intention of being friendly or even talking to him for the summer. But after meeting a handsome guy and beginning to fall in love, Ronnie starts rediscovering her love for music, something she shares with her father. Reconnecting with music revives a kinship with her father which proves to be the most important relationship she may ever experience.",12/31/2010,2010,2,2,3,2,107,10076,2794,62950384,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,20000000
7-Seven,Low,R,Yes,"Peter is a composer and a likable sad sack who's devastated when his girlfriend of five years, Sarah Marshall, the star of a cheesy CSI-style crime show, dumps him. He weeps, he rails, he mopes. Finally, his step-brother Brian suggests Hawaii, so Peter heads for a resort on Oahu where, as he's checking in, he sees Sarah and her new beau, Aldous, a polymorphously perverse English rocker. The weeping and moping start again, until Peter is rescued by Rachel, a thoughtful hotel clerk who invites him to a luau and to hang out. Although he constantly runs into Sarah and Aldous, Peter starts to come alive again. Will Sarah realize what she's lost, and what about Rachel?",12/31/2008,2008,4,2,3,3,111,10545,2872,62877175,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,30000000
7-Seven,Low,R,No,"The death of a child in mysterious circumstances; sparks of a series of events that seem to represent biblical plagues, start occurring in of all places a town called *Haven* located deep in the bowels of bible belt country in the bayous of Louisiana. A former Christian missionary turned religious phenomena debunker and her top open minded student turned personnel assistant is sent to investigate.",12/31/2007,2007,4,2,3,4,99,10881,2603,62771059,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,40000000
7-Seven,High,R,No,"Anthony ""Swoff"" Swofford, a Camus-reading kid from Sacramento, enlists in the Marines in the late 1980s. He malingers during boot camp, but makes it through as a sniper, paired with the usually-reliable Troy. The Gulf War breaks out, and his unit goes to Saudi Arabia for Desert Shield. After 175 days of boredom, adrenaline, heat, worry about his girl-fiend finding someone else, losing it and nearly killing a mate, demotion, latrine cleaning, faulty gas masks, and desert football, Desert Storm begins. In less than five days, it's over, but not before Swoff sees burned bodies, flaming oil derricks, an oil-drenched horse, and maybe a chance at killing. Where does all the testosterone go?",12/31/2005,2005,2,3,3,3,125,11030,2448,62647540,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,70000000
7-Seven,High,PG13,Yes,"An American teenager named Sean Boswell is a loner in school, however he challenges his rival for an illegal street racing, and he totals his car in the end of the race. To avoid time in prison he is sent to Tokyo to live with his father who is in the military. As soon as he arrives he discovers a new, fun but dangerous way of street racing in the underworld of the streets of Tokyo, Japan.",12/31/2006,2006,4,4,3,4,104,10764,3030,62494975,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,46871231.25
7-Seven,Low,R,No,"Underworld: Evolution continues the saga of war between the vampires and the Lycans. The film goes back to the beginnings of the ancient feud between the two tribes as Selene, the beautiful vampire heroine, and Michael, the lycan hybrid, try to unlock the secrets of their bloodlines. This will be a modern tale of action, intrigue and forbidden love, which takes them into the battle to end all wars as the immortals must finally face their retribution.",12/31/2006,2006,2,3,3,4,106,11119,3207,62318875,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,50000000
7-Seven,Low,PG13,Yes,"After getting into a car accident while drunk on the day of her sister's wedding, Gwen Cummings is given a choice between prison or a rehab center. She chooses rehab, but is extremely resistant to taking part in any of the treatment programs they have to offer, refusing to admit that she has an alcohol addiction. After getting to know some of the other patients, Gwen gradually begins to re-examine her life and see that she does, in fact, have a serious problem. The path to recovery will not be easy, and success will not be guaranteed or even likely, but she is now willing to give it a try.",12/31/2000,2000,2,3,3,3,103,12181,2523,62198945,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,43000000
