SUBURB,ADDRESS,ROOMS,TYPE,PRICE,METHOD,SELLERG,DATE,DISTANCE,POSTCODE,BEDROOM2,BATHROOM,CAR,LANDSIZE,BUILDINGAR,YEARBUILT,COUNCILARE,LATTITUDE,LONGTITUDE,REGIONNAME,PROPERTYCO,AREANUM,price_by_area
Glen Iris,4/15 Rix St,2,u,720000.0,VB,Jellis,25/02/2017,9.2,3146.0,2.0,1.0,2.0,0.0,74.0,1940.0,Boroondara,-37.8468,145.0515,Southern Metropolitan,10412.0,6.0,9729.72972972973
Glen Iris,8 Rix St,3,h,1500000.0,S,RT,25/02/2017,9.2,3146.0,3.0,1.0,3.0,401.0,107.0,1935.0,Boroondara,-37.8471,145.05100000000004,Southern Metropolitan,10412.0,6.0,3740.648379052369
Glen Iris,78 Valley Pde,4,h,2725000.0,S,Marshall,25/02/2017,9.2,3146.0,4.0,3.0,2.0,603.0,246.0,2007.0,Boroondara,-37.8521,145.0657,Southern Metropolitan,10412.0,6.0,4519.071310116086
Glen Iris,1687 Malvern Rd,3,h,2800000.0,S,Greg,26/07/2016,9.2,3146.0,3.0,1.0,2.0,762.0,153.0,1930.0,Stonnington,-37.8575,145.0554,Southern Metropolitan,10412.0,6.0,3674.540682414698
Glen Iris,21 Beatrice St,3,h,1665000.0,S,hockingstuart,27/06/2016,9.2,3146.0,3.0,1.0,2.0,685.0,143.0,1941.0,Boroondara,-37.8538,145.0842,Southern Metropolitan,10412.0,6.0,2430.6569343065694
Glen Iris,8/251 Burke Rd,2,u,600000.0,S,hockingstuart,27/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,80.0,1960.0,Stonnington,-37.8555,145.0518,Southern Metropolitan,10412.0,6.0,7500.0
Glen Iris,60 Madeline St,3,h,1420000.0,S,Buxton,27/06/2016,9.2,3146.0,3.0,1.0,2.0,615.0,607.0,1940.0,Boroondara,-37.8578,145.0919,Southern Metropolitan,10412.0,6.0,2308.9430894308944
Glen Iris,14 Queens Pde,5,h,2410000.0,PI,Marshall,27/11/2016,9.2,3146.0,5.0,2.0,2.0,654.0,354.0,2015.0,Boroondara,-37.8515,145.0922,Southern Metropolitan,10412.0,6.0,3685.0152905198775
Glen Iris,30 Valley Pde,4,h,2100000.0,PI,Marshall,27/11/2016,9.2,3146.0,4.0,2.0,2.0,645.0,216.0,1930.0,Boroondara,-37.8516,145.061,Southern Metropolitan,10412.0,6.0,3255.813953488372
Glen Iris,15 Yeovil Rd,4,h,2950000.0,S,Kay,27/11/2016,9.2,3146.0,4.0,2.0,2.0,1485.0,295.0,1966.0,Boroondara,-37.8509,145.0856,Southern Metropolitan,10412.0,6.0,1986.5319865319866
Glen Iris,3 Fairview Gr,5,h,3365000.0,S,RT,28/05/2016,9.2,3146.0,5.0,2.0,2.0,1339.0,270.0,1925.0,Stonnington,-37.8649,145.0547,Southern Metropolitan,10412.0,6.0,2513.0694548170277
Glen Iris,24 Brandon St,3,h,1931000.0,S,Jellis,28/08/2016,9.2,3146.0,3.0,2.0,2.0,648.0,193.0,1975.0,Boroondara,-37.8547,145.0771,Southern Metropolitan,10412.0,6.0,2979.938271604938
Glen Iris,318 Tooronga Rd,2,h,1250000.0,S,Marshall,28/08/2016,9.2,3146.0,2.0,1.0,2.0,438.0,107.0,1910.0,Stonnington,-37.8511,145.0428,Southern Metropolitan,10412.0,6.0,2853.8812785388127
Glen Iris,35 Adrian St,5,h,2400000.0,VB,Jellis,30/07/2016,9.2,3146.0,5.0,3.0,2.0,709.0,672.0,1930.0,Boroondara,-37.8529,145.0806,Southern Metropolitan,10412.0,6.0,3385.049365303244
Glenroy,89 John St,3,h,610000.0,S,Ray,3/09/2016,13.0,3046.0,3.0,1.0,2.0,696.0,118.0,1960.0,Moreland,-37.6972,144.9431,Northern Metropolitan,8870.0,4.0,876.4367816091954
Glenroy,55 Daley St,3,h,610000.0,S,Walshe,3/12/2016,13.0,3046.0,3.0,1.0,3.0,640.0,144.0,1960.0,Moreland,-37.6979,144.9335,Northern Metropolitan,8870.0,4.0,953.125
Glenroy,39 Morley St,3,h,806500.0,S,Barry,3/12/2016,13.0,3046.0,3.0,1.0,2.0,766.0,127.0,1965.0,Moreland,-37.6988,144.9372,Northern Metropolitan,8870.0,4.0,1052.8720626631855
Glenroy,2 Roy St,4,h,550000.0,VB,Peter,4/03/2017,13.0,3046.0,4.0,2.0,1.0,683.0,138.0,2017.0,Moreland,-37.6964,144.9314,Northern Metropolitan,8870.0,4.0,805.2708638360176
Glenroy,42 Sadie St,3,h,822000.0,S,Stockdale,4/03/2017,13.0,3046.0,3.0,1.0,4.0,700.0,105.0,1950.0,Moreland,-37.6988,144.9438,Northern Metropolitan,8870.0,4.0,1174.2857142857142
Glenroy,15 Stanley St,3,h,980000.0,SP,Brad,4/03/2017,13.0,3046.0,3.0,2.0,3.0,1029.0,136.0,1950.0,Moreland,-37.7115,144.9147,Northern Metropolitan,8870.0,4.0,952.3809523809524
Glenroy,3/27 Harold St,2,u,430000.0,PI,Jason,6/08/2016,13.0,3046.0,2.0,1.0,1.0,164.0,100.0,2010.0,Moreland,-37.7072,144.9252,Northern Metropolitan,8870.0,4.0,4300.0
Glenroy,1c Barwon St,2,h,540000.0,VB,Nelson,7/05/2016,13.0,3046.0,2.0,1.0,1.0,164.0,114.0,2010.0,Moreland,-37.7082,144.9178,Northern Metropolitan,8870.0,4.0,3292.682926829268
Glenroy,1 Gordon Ct,3,h,737000.0,S,Stockdale,8/10/2016,13.0,3046.0,3.0,1.0,4.0,640.0,97.0,1950.0,Moreland,-37.6986,144.9243,Northern Metropolitan,8870.0,4.0,1151.5625
Glenroy,24a Morell St,3,h,460000.0,SP,Raine,8/10/2016,13.0,3046.0,3.0,2.0,2.0,224.0,3.0,1950.0,Moreland,-37.702,144.9507,Northern Metropolitan,8870.0,4.0,2053.5714285714284
Glenroy,3/28 Stanley St,3,t,545000.0,S,Barry,10/09/2016,13.0,3046.0,3.0,2.0,1.0,136.0,130.0,2014.0,Moreland,-37.7112,144.9142,Northern Metropolitan,8870.0,4.0,4007.3529411764707
Glenroy,30 Bourchier St,3,h,670000.0,PI,Brad,10/12/2016,13.0,3046.0,3.0,1.0,4.0,734.0,140.0,1960.0,Moreland,-37.7007,144.9378,Northern Metropolitan,8870.0,4.0,912.8065395095368
Glenroy,6 Dromana St,4,h,702000.0,S,Eview,10/12/2016,13.0,3046.0,4.0,1.0,4.0,606.0,124.0,1956.0,Moreland,-37.7104,144.9088,Northern Metropolitan,8870.0,4.0,1158.4158415841584
Glenroy,137 Glenroy Rd,2,h,730000.0,S,Barry,10/12/2016,13.0,3046.0,2.0,1.0,1.0,705.0,115.0,1950.0,Moreland,-37.706,144.9245,Northern Metropolitan,8870.0,4.0,1035.4609929078015
Glenroy,24 Trevannion St,3,h,711500.0,S,Stockdale,10/12/2016,13.0,3046.0,3.0,1.0,3.0,667.0,81.0,1950.0,Moreland,-37.7005,144.9185,Northern Metropolitan,8870.0,4.0,1066.7166416791604
Glenroy,45 Cosmos St,5,h,810000.0,S,Stockdale,11/03/2017,13.0,3046.0,5.0,4.0,4.0,695.0,176.0,1950.0,Moreland,-37.7028,144.9377,Northern Metropolitan,8870.0,4.0,1165.4676258992806
Glenroy,9/11 Currajong St,2,u,250000.0,SP,Barry,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland,-37.711,144.9178,Northern Metropolitan,8870.0,4.0,4098.360655737705
Glenroy,1/1 Danae St,3,t,460000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,1.0,325.0,106.0,1970.0,Moreland,-37.7001,144.9291,Northern Metropolitan,8870.0,4.0,1415.3846153846155
Glenroy,24 Sadie St,3,h,793000.0,S,Eview,12/11/2016,13.0,3046.0,3.0,1.0,2.0,780.0,120.0,1960.0,Moreland,-37.7,144.9427,Northern Metropolitan,8870.0,4.0,1016.6666666666666
Glenroy,7/89 Station Rd,2,u,340000.0,S,Nelson,12/11/2016,13.0,3046.0,2.0,1.0,1.0,0.0,74.0,1970.0,Moreland,-37.7071,144.9176,Northern Metropolitan,8870.0,4.0,4594.594594594595
Glenroy,149 Augustine Tce,3,h,447500.0,S,Melbourne,15/10/2016,13.0,3046.0,3.0,1.0,1.0,320.0,130.0,2000.0,Moreland,-37.6949,144.9122,Northern Metropolitan,8870.0,4.0,1398.4375
Glenroy,45 Fran St,3,h,588000.0,S,YPA,15/10/2016,13.0,3046.0,3.0,1.0,1.0,616.0,125.0,1960.0,Moreland,-37.7029,144.9053,Northern Metropolitan,8870.0,4.0,954.5454545454545
Glenroy,1/25 Morell St,3,h,420000.0,PI,Raine,15/10/2016,13.0,3046.0,3.0,1.0,2.0,544.0,96.0,1960.0,Moreland,-37.7025,144.9504,Northern Metropolitan,8870.0,4.0,772.0588235294117
Glenroy,2/22 Sadie St,2,u,410000.0,SP,Brad,15/10/2016,13.0,3046.0,2.0,1.0,2.0,200.0,81.0,2000.0,Moreland,-37.7002,144.9428,Northern Metropolitan,8870.0,4.0,5061.728395061728
Glenroy,40 View St,3,h,525000.0,S,Brad,16/04/2016,13.0,3046.0,3.0,1.0,1.0,665.0,85.0,1950.0,Moreland,-37.6966,144.9331,Northern Metropolitan,8870.0,4.0,789.4736842105264
Glenroy,10 Anselm Gr,3,h,703000.0,S,Eview,17/09/2016,13.0,3046.0,3.0,1.0,4.0,704.0,102.0,1960.0,Moreland,-37.7021,144.9136,Northern Metropolitan,8870.0,4.0,998.5795454545455
Glenroy,1/112 Cardinal Rd,4,t,608000.0,S,Raine,17/09/2016,13.0,3046.0,3.0,2.0,1.0,252.0,150.0,2014.0,Moreland,-37.7006,144.9299,Northern Metropolitan,8870.0,4.0,2412.6984126984125
Glenroy,2/36 Prospect St,4,t,607000.0,S,YPA,18/03/2017,13.0,3046.0,4.0,3.0,2.0,190.0,131.0,2014.0,Moreland,-37.7102,144.9112,Northern Metropolitan,8870.0,4.0,3194.7368421052633
Glenroy,139 John St,3,h,765500.0,S,Barry,18/06/2016,13.0,3046.0,3.0,2.0,2.0,780.0,180.0,1970.0,Moreland,-37.6955,144.9389,Northern Metropolitan,8870.0,4.0,981.4102564102565
Glenroy,2/709 Pascoe Vale Rd,3,u,470000.0,SP,Barry,18/06/2016,13.0,3046.0,3.0,1.0,2.0,187.0,99.0,2014.0,Moreland,-37.7098,144.9163,Northern Metropolitan,8870.0,4.0,4747.474747474747
Glenroy,48 Everard St,3,h,580000.0,S,Barry,19/11/2016,13.0,3046.0,3.0,1.0,2.0,650.0,142.0,1960.0,Moreland,-37.7002,144.9408,Northern Metropolitan,8870.0,4.0,892.3076923076923
Glenroy,1/38 Stanley St,2,u,620250.0,S,Stockdale,19/11/2016,13.0,3046.0,2.0,1.0,2.0,253.0,91.0,2012.0,Moreland,-37.7117,144.9135,Northern Metropolitan,8870.0,4.0,6815.934065934066
Glenroy,128 Widford St,3,h,710000.0,S,Stockdale,19/11/2016,13.0,3046.0,3.0,1.0,1.0,796.0,104.0,1960.0,Moreland,-37.6955,144.9253,Northern Metropolitan,8870.0,4.0,891.9597989949749
Glenroy,54 Cromwell St,4,h,630000.0,S,Stockdale,22/05/2016,13.0,3046.0,3.0,1.0,2.0,630.0,130.0,1960.0,Moreland,-37.7002,144.9232,Northern Metropolitan,8870.0,4.0,1000.0
Glenroy,106 Outlook Dr,3,h,600000.0,S,Stockdale,22/05/2016,13.0,3046.0,3.0,1.0,4.0,541.0,139.0,1968.0,Moreland,-37.7051,144.9069,Northern Metropolitan,8870.0,4.0,1109.0573012939
Glenroy,1/7 Harold St,3,t,550000.0,SP,Stockdale,22/08/2016,13.0,3046.0,3.0,2.0,2.0,212.0,129.0,2010.0,Moreland,-37.7073,144.9277,Northern Metropolitan,8870.0,4.0,2594.3396226415093
Glenroy,46 Moonee Bvd,4,h,600000.0,SP,Stockdale,23/04/2016,13.0,3046.0,4.0,1.0,2.0,586.0,159.0,1968.0,Moreland,-37.6975,144.9065,Northern Metropolitan,8870.0,4.0,1023.8907849829352
Glenroy,47 Cardinal Rd,4,h,1217500.0,S,Barry,24/09/2016,13.0,3046.0,4.0,3.0,2.0,693.0,192.0,2014.0,Moreland,-37.7111,144.9275,Northern Metropolitan,8870.0,4.0,1756.8542568542568
Glenroy,135 Hilton St,3,h,600000.0,SP,Barry,24/09/2016,13.0,3046.0,3.0,1.0,2.0,599.0,150.0,1960.0,Moreland,-37.7009,144.9291,Northern Metropolitan,8870.0,4.0,1001.669449081803
Glenroy,29 Moonee Bvd,3,h,570000.0,PI,Barry,24/09/2016,13.0,3046.0,3.0,2.0,2.0,585.0,146.0,1975.0,Moreland,-37.6977,144.9071,Northern Metropolitan,8870.0,4.0,974.3589743589744
Glenroy,65 Farview St,3,h,762700.0,SP,Stockdale,25/02/2017,13.0,3046.0,3.0,1.0,4.0,597.0,100.0,1960.0,Moreland,-37.7097,144.9351,Northern Metropolitan,8870.0,4.0,1277.5544388609715
Glenroy,3/27 Gladstone Pde,2,u,465000.0,S,YPA,25/02/2017,13.0,3046.0,2.0,1.0,1.0,176.0,89.0,2012.0,Moreland,-37.7081,144.912,Northern Metropolitan,8870.0,4.0,5224.7191011235955
Glenroy,52 Glenroy Rd,2,h,741250.0,S,Barry,25/02/2017,13.0,3046.0,2.0,1.0,1.0,668.0,88.0,1955.0,Moreland,-37.7067,144.9331,Northern Metropolitan,8870.0,4.0,1109.6556886227545
Glenroy,107 Glenroy Rd,4,h,1000000.0,PI,Barry,27/11/2016,13.0,3046.0,4.0,2.0,8.0,977.0,304.0,1935.0,Moreland,-37.7063,144.9273,Northern Metropolitan,8870.0,4.0,1023.5414534288639
Glenroy,165 Hilton St,4,h,630000.0,S,Stockdale,27/11/2016,13.0,3046.0,4.0,2.0,2.0,602.0,180.0,1950.0,Moreland,-37.7005,144.9258,Northern Metropolitan,8870.0,4.0,1046.5116279069769
Glenroy,72 Pecham St,3,h,670000.0,S,Barry,27/11/2016,13.0,3046.0,3.0,1.0,3.0,705.0,135.0,1950.0,Moreland,-37.6967,144.9116,Northern Metropolitan,8870.0,4.0,950.354609929078
Glenroy,3/48 William St,2,h,417000.0,S,Stockdale,27/11/2016,13.0,3046.0,2.0,1.0,1.0,172.0,77.0,2013.0,Moreland,-37.7074,144.9086,Northern Metropolitan,8870.0,4.0,2424.4186046511627
Glenroy,1/26 York St,3,t,600000.0,VB,Nelson,27/11/2016,13.0,3046.0,3.0,1.0,2.0,258.0,143.0,2001.0,Moreland,-37.7047,144.9087,Northern Metropolitan,8870.0,4.0,2325.5813953488373
Glenroy,3/132 Widford St,3,t,440000.0,SP,Nelson,28/05/2016,13.0,3046.0,3.0,2.0,1.0,215.0,121.0,2010.0,Moreland,-37.6952,144.9256,Northern Metropolitan,8870.0,4.0,2046.5116279069769
Glenroy,23 Cromwell St,3,h,660000.0,S,Barry,28/08/2016,13.0,3046.0,3.0,1.0,2.0,657.0,116.0,1950.0,Moreland,-37.7019,144.9225,Northern Metropolitan,8870.0,4.0,1004.566210045662
Glenroy,2/4 Ash Ct,2,h,270000.0,PI,Ray,30/07/2016,13.0,3046.0,2.0,1.0,1.0,155.0,155.0,2000.0,Moreland,-37.6972,144.9239,Northern Metropolitan,8870.0,4.0,1741.9354838709678
Glenroy,44 Morley St,4,h,825000.0,S,Stockdale,30/07/2016,13.0,3046.0,4.0,2.0,4.0,768.0,194.0,1970.0,Moreland,-37.6979,144.9377,Northern Metropolitan,8870.0,4.0,1074.21875
Glenroy,33 View St,4,h,638000.0,S,Barry,30/07/2016,13.0,3046.0,4.0,2.0,1.0,624.0,258.0,2005.0,Moreland,-37.6969,144.9334,Northern Metropolitan,8870.0,4.0,1022.4358974358975
Gowanbrae,1 Gowanbrae Dr,3,h,631000.0,S,Nelson,3/09/2016,13.6,3043.0,3.0,2.0,2.0,608.0,138.0,2001.0,Moreland,-37.709,144.8925,Western Metropolitan,1071.0,4.0,1037.828947368421
Gowanbrae,31 Seggan Cir,3,t,532000.0,S,Nelson,3/09/2016,13.6,3043.0,3.0,2.0,1.0,149.0,19.0,2005.0,Moreland,-37.7068,144.8963,Western Metropolitan,1071.0,4.0,3570.469798657718
Gowanbrae,41 Balerno Cir,3,h,504000.0,S,Nelson,6/08/2016,13.6,3043.0,3.0,2.0,1.0,215.0,139.0,2004.0,Moreland,-37.709,144.8964,Western Metropolitan,1071.0,4.0,2344.186046511628
Gowanbrae,39 Balerno Cir,3,t,468000.0,S,Nelson,7/05/2016,13.6,3043.0,3.0,2.0,2.0,178.0,138.0,2000.0,Moreland,-37.7087,144.8962,Western Metropolitan,1071.0,4.0,2629.2134831460676
Gowanbrae,8 Perth Ct,4,h,709000.0,PI,Nelson,14/05/2016,13.6,3043.0,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland,-37.7016,144.8974,Western Metropolitan,1071.0,4.0,1565.121412803532
Gowanbrae,42 Seggan Cir,3,h,485000.0,S,Nelson,16/04/2016,13.6,3043.0,3.0,2.0,1.0,175.0,134.0,2004.0,Moreland,-37.7076,144.8961,Western Metropolitan,1071.0,4.0,2771.4285714285716
Gowanbrae,6 Birk Ct,3,h,540000.0,VB,Brad,19/11/2016,13.6,3043.0,3.0,2.0,1.0,367.0,141.0,2008.0,Moreland,-37.704,144.8989,Western Metropolitan,1071.0,4.0,1471.3896457765668
Gowanbrae,24 Balerno Cir,3,h,390000.0,PI,Nelson,23/04/2016,13.6,3043.0,3.0,2.0,1.0,158.0,136.0,2005.0,Moreland,-37.7091,144.8958,Western Metropolitan,1071.0,4.0,2468.3544303797466
Gowanbrae,18 Primula Bvd,4,h,800000.0,S,Nelson,26/07/2016,13.6,3043.0,4.0,2.0,2.0,719.0,251.0,2000.0,Moreland,-37.7062,144.8978,Western Metropolitan,1071.0,4.0,1112.6564673157163
Gowanbrae,8 Perth Ct,4,h,740000.0,SP,Nelson,27/06/2016,13.6,3043.0,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland,-37.7016,144.8974,Western Metropolitan,1071.0,4.0,1633.5540838852098
Hadfield,20 Bedford St,3,h,605000.0,PI,hockingstuart,3/09/2016,12.1,3046.0,3.0,1.0,2.0,597.0,116.0,1960.0,Moreland,-37.711,144.9478,Northern Metropolitan,2606.0,4.0,1013.4003350083752
Hadfield,29 Sutherland St,3,h,685500.0,SP,Brad,3/09/2016,12.1,3046.0,3.0,1.0,2.0,724.0,103.0,1970.0,Moreland,-37.7076,144.9481,Northern Metropolitan,2606.0,4.0,946.8232044198895
Hadfield,2 Knole St,2,h,610000.0,S,Eview,3/12/2016,12.1,3046.0,2.0,1.0,1.0,394.0,98.0,1950.0,Moreland,-37.7153,144.9507,Northern Metropolitan,2606.0,4.0,1548.2233502538072
Hadfield,8 Sherwood St,3,h,630000.0,S,YPA,3/12/2016,12.1,3046.0,3.0,1.0,1.0,604.0,112.0,1970.0,Moreland,-37.7124,144.9514,Northern Metropolitan,2606.0,4.0,1043.046357615894
Hadfield,4 Surrey St,4,h,870000.0,S,Barry,3/12/2016,12.1,3046.0,4.0,3.0,5.0,591.0,268.0,2010.0,Moreland,-37.7127,144.9489,Northern Metropolitan,2606.0,4.0,1472.0812182741117
Hadfield,26 South St,3,h,810000.0,S,Holland,4/03/2017,12.1,3046.0,3.0,2.0,2.0,592.0,129.0,1950.0,Moreland,-37.7149,144.9473,Northern Metropolitan,2606.0,4.0,1368.2432432432433
Hadfield,2/3 Surrey St,2,u,487000.0,SP,Peter,10/09/2016,12.1,3046.0,2.0,1.0,2.0,198.0,96.0,2010.0,Moreland,-37.7132,144.9488,Northern Metropolitan,2606.0,4.0,5072.916666666667
Hadfield,115 West St,4,h,700000.0,S,Barry,10/09/2016,12.1,3046.0,2.0,2.0,2.0,700.0,168.0,1950.0,Moreland,-37.7056,144.9384,Northern Metropolitan,2606.0,4.0,1000.0
Hadfield,148 West St,4,h,600500.0,S,YPA,10/09/2016,12.1,3046.0,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland,-37.7062,144.9387,Northern Metropolitan,2606.0,4.0,1299.7835497835497
Hadfield,27 Middle St,3,h,730000.0,S,Barry,10/12/2016,12.1,3046.0,3.0,1.0,2.0,570.0,134.0,1970.0,Moreland,-37.7106,144.9491,Northern Metropolitan,2606.0,4.0,1280.701754385965
Hadfield,75 West St,3,h,800000.0,S,Stockdale,10/12/2016,12.1,3046.0,3.0,2.0,2.0,565.0,116.0,1960.0,Moreland,-37.7094,144.9377,Northern Metropolitan,2606.0,4.0,1415.929203539823
Hadfield,24 South St,3,t,750000.0,S,Stockdale,12/06/2016,12.1,3046.0,3.0,2.0,2.0,301.0,251.0,2011.0,Moreland,-37.715,144.9475,Northern Metropolitan,2606.0,4.0,2491.6943521594685
Hadfield,40 Angus St,3,h,740000.0,S,Barry,12/11/2016,12.1,3046.0,3.0,1.0,1.0,568.0,115.0,1960.0,Moreland,-37.7077,144.9438,Northern Metropolitan,2606.0,4.0,1302.8169014084508
Hadfield,9 South St,3,h,646000.0,S,YPA,12/11/2016,12.1,3046.0,3.0,1.0,2.0,574.0,106.0,1970.0,Moreland,-37.7157,144.9507,Northern Metropolitan,2606.0,4.0,1125.4355400696863
Hadfield,1/32 Sutherland St,3,h,545000.0,S,Raine,12/11/2016,12.1,3046.0,3.0,2.0,3.0,230.0,113.0,2000.0,Moreland,-37.7073,144.9486,Northern Metropolitan,2606.0,4.0,2369.5652173913045
Hadfield,1 Barunah St,4,h,777000.0,S,Eview,13/08/2016,12.1,3046.0,3.0,1.0,2.0,700.0,176.0,1960.0,Moreland,-37.704,144.9399,Northern Metropolitan,2606.0,4.0,1110.0
Hadfield,101 Middle St,2,h,722000.0,S,Stockdale,13/08/2016,12.1,3046.0,3.0,3.0,1.0,580.0,103.0,1950.0,Moreland,-37.7098,144.9424,Northern Metropolitan,2606.0,4.0,1244.8275862068965
Hadfield,23 Surrey St,2,h,545000.0,SP,Stockdale,14/05/2016,12.1,3046.0,2.0,1.0,3.0,591.0,102.0,1960.0,Moreland,-37.7128,144.9471,Northern Metropolitan,2606.0,4.0,922.165820642978
Hadfield,1/22 Volga St,3,t,510000.0,PI,Raine,16/04/2016,12.1,3046.0,3.0,2.0,2.0,234.0,115.0,2012.0,Moreland,-37.707,144.9411,Northern Metropolitan,2606.0,4.0,2179.4871794871797
Hadfield,24 Talbot St,3,h,631500.0,S,Stockdale,18/06/2016,12.1,3046.0,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland,-37.7133,144.947,Northern Metropolitan,2606.0,4.0,1064.9241146711636
Hadfield,19 Barbara St,3,h,550000.0,SP,Brad,22/05/2016,12.1,3046.0,3.0,1.0,3.0,610.0,142.0,1960.0,Moreland,-37.7107,144.9419,Northern Metropolitan,2606.0,4.0,901.639344262295
Hadfield,92 West St,2,h,715888.0,S,Barry,25/02/2017,12.1,3046.0,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland,-37.7099,144.938,Northern Metropolitan,2606.0,4.0,1167.8433931484503
Hadfield,2/22 Volga St,2,t,468000.0,S,Nelson,26/07/2016,12.1,3046.0,2.0,1.0,1.0,137.0,110.0,2012.0,Moreland,-37.707,144.9413,Northern Metropolitan,2606.0,4.0,3416.058394160584
Hadfield,25 East St,2,h,515000.0,S,D'Aprano,27/11/2016,12.1,3046.0,2.0,1.0,2.0,345.0,79.0,1990.0,Moreland,-37.7128,144.9496,Northern Metropolitan,2606.0,4.0,1492.7536231884058
Hampton,1/30 Grenville St,2,u,895000.0,S,hockingstuart,3/09/2016,13.7,3188.0,2.0,1.0,1.0,228.0,87.0,1975.0,Bayside,-37.9355,145.0008,Southern Metropolitan,5454.0,6.0,10287.356321839081
Hampton,6/334 Hampton St,2,u,587000.0,S,Ray,3/09/2016,13.7,3188.0,2.0,1.0,1.0,0.0,74.0,1975.0,Bayside,-37.9419,145.0019,Southern Metropolitan,5454.0,6.0,7932.4324324324325
Hampton,38 Myrtle Rd,4,h,2800000.0,S,Nick,3/09/2016,13.7,3188.0,3.0,3.0,2.0,701.0,320.0,2015.0,Bayside,-37.9419,145.0152,Southern Metropolitan,5454.0,6.0,3994.2938659058486
Hampton,36 Thomas St,4,h,3250000.0,S,hockingstuart,3/09/2016,13.7,3188.0,4.0,3.0,2.0,928.0,300.0,1904.0,Bayside,-37.9389,145.0062,Southern Metropolitan,5454.0,6.0,3502.155172413793
Hampton,6 Earlsfield Rd,4,h,2140000.0,S,Hodges,3/12/2016,13.7,3188.0,4.0,2.0,3.0,688.0,187.0,1925.0,Bayside,-37.9319,145.0173,Southern Metropolitan,5454.0,6.0,3110.4651162790697
Hampton,3 Kendall St,4,h,1600000.0,VB,Marshall,3/12/2016,13.7,3188.0,4.0,2.0,2.0,607.0,242.0,2011.0,Bayside,-37.9324,145.0235,Southern Metropolitan,5454.0,6.0,2635.9143327841844
Hampton,24A Smith St,3,h,1003500.0,S,Ray,3/12/2016,13.7,3188.0,3.0,1.0,2.0,289.0,109.0,1998.0,Bayside,-37.9338,145.0226,Southern Metropolitan,5454.0,6.0,3472.318339100346
Hampton,8/121 Thomas St,2,u,802000.0,SP,Buxton,3/12/2016,13.7,3188.0,2.0,1.0,1.0,0.0,85.0,1965.0,Bayside,-37.939,145.0137,Southern Metropolitan,5454.0,6.0,9435.29411764706
Hampton,8 Bronte Ct,3,h,1560000.0,PI,Hodges,4/03/2017,13.7,3188.0,3.0,1.0,3.0,593.0,125.0,1955.0,Bayside,-37.9399,145.0204,Southern Metropolitan,5454.0,6.0,2630.691399662732
Hampton,3/46 Fewster Rd,2,u,760000.0,S,hockingstuart,6/08/2016,13.7,3188.0,2.0,1.0,1.0,90.0,86.0,1985.0,Bayside,-37.9389,145.0186,Southern Metropolitan,5454.0,6.0,8837.209302325582
Hampton,131 Linacre Rd,4,h,1680000.0,S,hockingstuart,6/08/2016,13.7,3188.0,4.0,1.0,1.0,723.0,90.0,1955.0,Bayside,-37.9437,145.0175,Southern Metropolitan,5454.0,6.0,2323.6514522821576
Hampton,66a Thomas St,3,h,1120000.0,S,hockingstuart,7/05/2016,13.7,3188.0,4.0,2.0,3.0,373.0,113.0,1984.0,Bayside,-37.9395,145.0088,Southern Metropolitan,5454.0,6.0,3002.680965147453
Hampton,4 Bendigo St,4,h,3200000.0,VB,Hodges,10/09/2016,13.7,3188.0,4.0,3.0,3.0,760.0,325.0,1920.0,Bayside,-37.9326,144.9997,Southern Metropolitan,5454.0,6.0,4210.526315789473
Hampton,43 Fewster Rd,4,h,1250000.0,PI,Hodges,10/09/2016,13.7,3188.0,4.0,3.0,2.0,398.0,220.0,2014.0,Bayside,-37.9381,145.0161,Southern Metropolitan,5454.0,6.0,3140.7035175879396
Hampton,54 Linacre Rd,4,h,2000000.0,PI,hockingstuart,10/09/2016,13.7,3188.0,4.0,3.0,4.0,615.0,248.0,1925.0,Bayside,-37.9429,145.0072,Southern Metropolitan,5454.0,6.0,3252.032520325203
Hampton,42 Myrtle Rd,5,h,1805000.0,S,Buxton,10/09/2016,13.7,3188.0,4.0,2.0,2.0,700.0,224.0,1950.0,Bayside,-37.9419,145.0156,Southern Metropolitan,5454.0,6.0,2578.5714285714284
Hampton,310 Hampton St,4,h,2600000.0,S,Hodges,12/06/2016,13.7,3188.0,3.0,1.0,2.0,1504.0,162.0,1900.0,Bayside,-37.944,145.0015,Southern Metropolitan,5454.0,6.0,1728.723404255319
Hampton,65 Linacre Rd,5,h,3470000.0,SP,Marshall,12/11/2016,13.7,3188.0,5.0,3.0,4.0,670.0,413.0,2008.0,Bayside,-37.9427,145.0085,Southern Metropolitan,5454.0,6.0,5179.104477611941
